date,campaign_name,impressions,clicks,conversions,spend
2025-04-10,FB Campaign B,12493,324,72,238.25
2025-05-10,FB Campaign D,18924,2034,220,1204.48
2025-07-31,FB Campaign D,18749,3082,883,1973.4
2024-12-10,FB Campaign A,4141,598,101,818.18
2025-01-14,FB Campaign C,16485,1707,90,990.46
2024-09-27,FB Campaign C,14116,2347,554,1393.97
2025-07-14,FB Campaign B,1504,122,14,1750.34
2024-11-25,FB Campaign C,17517,2844,837,1156.41
2025-05-30,FB Campaign D,12003,288,54,1941.67
2024-09-16,FB Campaign B,18640,954,117,1992.08
2024-09-23,FB Campaign D,9053,751,175,1838.98
2025-06-26,FB Campaign C,11975,251,37,302.84
2024-08-08,FB Campaign D,10337,472,78,771.37
2025-01-25,FB Campaign D,1539,38,11,1973.8
2024-12-23,FB Campaign D,6320,434,109,1400.99
2024-09-15,FB Campaign C,13677,2604,602,1265.49
2024-08-10,FB Campaign C,6124,91,13,1640.05
2025-03-12,FB Campaign D,14550,561,111,823.69
2025-07-08,FB Campaign A,7970,1354,351,990.52
2024-11-07,FB Campaign C,9702,601,38,1742.97
2025-02-13,FB Campaign C,10860,2165,408,1561.08
2025-01-12,FB Campaign D,5809,995,111,956.03
2025-08-01,FB Campaign D,3048,582,117,534.42
2025-05-15,FB Campaign B,4419,269,14,1046.51
2024-11-26,FB Campaign A,18154,1975,519,1148.62
2025-03-10,FB Campaign B,5858,507,42,154.69
2025-02-23,FB Campaign B,2252,287,64,504.63
2025-02-08,FB Campaign A,14051,2758,557,1309.62
2025-07-01,FB Campaign D,11209,853,152,1588.94
2024-08-30,FB Campaign C,5854,640,143,1613.3
2024-12-16,FB Campaign D,5164,1013,175,724.63
2025-03-23,FB Campaign D,13015,974,179,974.23
2025-07-02,FB Campaign B,7238,622,139,442.13
2025-01-31,FB Campaign D,9472,1708,287,1368.36
2024-09-30,FB Campaign D,12314,218,20,629.32
2025-06-13,FB Campaign C,14716,1681,308,776.38
2024-09-15,FB Campaign B,19977,688,91,711.01
2025-05-09,FB Campaign B,11488,1165,258,1072.15
2024-11-15,FB Campaign C,5432,340,85,1521.69
2025-04-10,FB Campaign D,1302,104,17,1274.68
2024-10-17,FB Campaign B,12479,1833,120,380.7
2024-08-07,FB Campaign C,6122,1102,196,1111.02
2025-05-01,FB Campaign B,8673,670,100,299.25
2024-11-27,FB Campaign A,13772,614,117,1697.35
2024-10-25,FB Campaign B,17509,573,156,1227.83
2024-10-07,FB Campaign D,8561,1369,239,265.15
2024-11-19,FB Campaign C,15369,1782,350,1172.47
2024-09-11,FB Campaign B,3472,257,70,1254.35
2025-06-11,FB Campaign C,18260,1328,376,114.32
2025-05-04,FB Campaign B,19117,1518,261,1716.55
2025-06-14,FB Campaign C,11589,497,136,252.44
2025-03-31,FB Campaign D,3590,315,93,312.87
2025-06-18,FB Campaign A,9659,1875,499,1652.44
2024-11-02,FB Campaign A,19935,2937,749,1465.07
2025-02-19,FB Campaign C,14703,1478,383,489.65
2024-11-26,FB Campaign D,17608,2639,481,1443.74
2024-12-20,FB Campaign C,13607,361,63,1870.83
2025-06-29,FB Campaign B,19410,2384,339,963.11
2025-04-18,FB Campaign C,10865,2152,281,1638.76
2025-06-17,FB Campaign D,2342,326,78,1231.71
2024-09-07,FB Campaign A,4490,342,96,1678.18
2025-03-24,FB Campaign C,11161,375,87,1882.85
2024-10-15,FB Campaign B,9162,207,48,1191.5
2025-06-16,FB Campaign C,9007,1506,357,1619.12
2025-05-18,FB Campaign C,16524,2722,588,1093.82
2024-12-10,FB Campaign A,17984,3177,470,1651.54
2025-05-22,FB Campaign A,7943,777,97,1520.46
2024-12-21,FB Campaign D,10184,551,151,829.39
2025-06-05,FB Campaign A,4687,250,46,919.9
2024-10-06,FB Campaign A,18586,1368,116,1608.65
2025-01-04,FB Campaign D,6408,713,194,1598.33
2024-09-07,FB Campaign D,2120,305,74,371.94
2025-02-12,FB Campaign D,5612,990,134,1660.39
2025-01-06,FB Campaign B,7371,713,143,1054.35
2024-12-14,FB Campaign B,15382,1349,327,123.19
2024-11-23,FB Campaign C,7898,927,212,1238.16
2024-12-26,FB Campaign D,13298,2556,346,531.97
2024-08-23,FB Campaign A,1814,117,23,1832.52
2024-11-12,FB Campaign D,12473,1573,85,1757.04
2025-07-22,FB Campaign B,16343,2326,652,1443.75
2024-11-14,FB Campaign D,9795,794,53,246.91
2025-05-23,FB Campaign A,4368,811,131,315.15
2025-07-12,FB Campaign D,2645,120,31,731.08
2024-09-24,FB Campaign D,7514,919,137,204.05
2024-12-15,FB Campaign A,7456,81,10,856.52
2024-08-25,FB Campaign A,2625,485,66,759.21
2025-07-13,FB Campaign A,4600,559,32,1834.22
2025-01-29,FB Campaign D,13951,1670,152,164.37
2025-01-08,FB Campaign C,5380,647,134,124.88
2024-09-18,FB Campaign B,18350,3584,590,1158.88
2025-07-08,FB Campaign D,10916,491,61,688.88
2025-03-03,FB Campaign C,3482,173,47,489.77
2025-05-12,FB Campaign A,10692,1065,203,224.85
2024-10-17,FB Campaign B,6490,623,112,937.45
2024-11-22,FB Campaign D,12485,1452,128,445.66
2024-09-24,FB Campaign B,9038,1383,163,1805.12
2025-01-09,FB Campaign D,15422,3022,785,1747.29
2024-08-08,FB Campaign D,18216,2091,237,472.61
2025-04-12,FB Campaign A,17380,2138,288,1181.94
2024-09-20,FB Campaign D,4054,595,149,1978.58
2025-05-15,FB Campaign B,16149,2708,404,1369.36
2025-03-11,FB Campaign B,1822,328,17,262.47
2024-12-29,FB Campaign B,4452,785,165,1437.5
2025-05-30,FB Campaign A,5841,974,137,165.03
2024-08-20,FB Campaign C,15596,1178,286,789.24
2024-09-22,FB Campaign A,8083,417,122,1581.54
2024-10-20,FB Campaign A,16517,1694,463,1619.72
2025-02-25,FB Campaign D,4186,449,105,1427.81
2025-05-08,FB Campaign A,18685,3150,932,1098.81
2024-11-17,FB Campaign B,9996,134,37,323.73
2025-07-22,FB Campaign C,8184,711,123,1468.38
2024-11-25,FB Campaign B,9041,330,38,606.35
2025-03-07,FB Campaign A,5263,303,63,1039.12
2025-01-20,FB Campaign A,12664,1134,165,1085.94
2024-10-03,FB Campaign B,4067,781,75,271.64
2025-05-09,FB Campaign D,7819,1146,142,1176.17
2024-11-06,FB Campaign C,3711,697,162,508.39
2024-09-05,FB Campaign D,9942,594,118,197.71
2025-07-31,FB Campaign D,7122,523,126,302.54
2025-02-17,FB Campaign D,3343,495,86,1407.96
2024-09-11,FB Campaign C,13312,756,192,1618.89
2025-01-19,FB Campaign A,10650,657,129,785.85
2024-09-13,FB Campaign C,17314,3190,268,1905.45
2025-06-07,FB Campaign B,2341,449,107,1314.0
2024-10-20,FB Campaign D,2750,405,84,1963.1
2024-10-28,FB Campaign C,12918,1830,115,1372.84
2025-05-15,FB Campaign C,5873,715,214,1156.03
2024-10-25,FB Campaign A,17774,292,65,664.96
2025-01-23,FB Campaign A,9007,1751,500,1001.01
2024-11-11,FB Campaign B,10374,822,156,1014.02
2024-12-09,FB Campaign C,3983,373,56,1187.61
2024-08-04,FB Campaign A,16317,1151,237,1783.36
2024-11-16,FB Campaign C,16229,1449,239,1981.65
2025-04-08,FB Campaign C,10996,1215,345,1617.69
2024-09-08,FB Campaign D,10005,766,185,863.67
2025-04-02,FB Campaign B,13984,1682,198,856.75
2025-07-25,FB Campaign C,13676,2039,103,987.89
2025-01-05,FB Campaign B,3033,201,21,179.98
2025-02-09,FB Campaign D,15286,1395,203,1391.33
2024-12-18,FB Campaign A,11426,2176,536,269.88
2025-02-14,FB Campaign D,1806,319,91,988.06
2025-06-29,FB Campaign C,15561,649,193,540.18
2024-12-26,FB Campaign B,17220,2297,463,1074.11
2025-06-26,FB Campaign B,8274,360,37,454.23
2025-04-16,FB Campaign D,15199,1163,74,1941.29
2025-01-24,FB Campaign A,14832,2762,825,430.4
2025-01-25,FB Campaign A,15551,2807,465,1283.58
2024-10-28,FB Campaign C,5675,682,49,1767.18
2025-06-19,FB Campaign B,11874,410,111,1915.74
2025-06-28,FB Campaign A,14774,1987,372,265.27
2024-12-02,FB Campaign A,1974,21,4,192.69
2024-09-06,FB Campaign B,10903,1524,105,1717.29
2024-09-09,FB Campaign A,10516,1065,210,1666.89
2024-09-25,FB Campaign B,12303,1707,326,607.35
2025-04-19,FB Campaign D,8314,1454,161,398.95
2025-05-31,FB Campaign A,19088,1402,153,1867.17
2025-07-22,FB Campaign A,4738,724,64,1773.65
2025-06-10,FB Campaign B,3808,59,15,344.85
2025-07-29,FB Campaign A,12700,1921,173,1654.14
2025-02-22,FB Campaign B,1294,60,4,720.22
2025-03-21,FB Campaign C,3064,98,14,117.24
2025-07-31,FB Campaign D,2007,60,14,1128.41
2025-03-12,FB Campaign C,14281,1070,222,1870.85
2025-05-05,FB Campaign B,14507,623,151,1899.87
2025-02-08,FB Campaign A,18424,2883,654,999.79
2024-08-22,FB Campaign A,12383,231,61,1949.63
2025-05-12,FB Campaign A,12939,1721,341,828.86
2024-08-29,FB Campaign B,12296,878,151,1563.77
2024-09-27,FB Campaign D,12801,514,85,1894.18
2024-11-07,FB Campaign A,7540,1299,236,1669.25
2024-10-14,FB Campaign C,19207,492,108,1343.57
2024-08-27,FB Campaign C,12645,489,77,1892.87
2025-07-23,FB Campaign A,17133,2645,424,692.71
2024-09-27,FB Campaign C,13155,1942,459,480.68
2025-05-08,FB Campaign C,18175,1454,386,999.1
2024-10-11,FB Campaign D,7573,368,26,391.95
2024-08-27,FB Campaign A,14997,1661,90,1613.92
2025-01-28,FB Campaign A,6655,1230,251,1613.42
2024-12-31,FB Campaign B,16069,518,42,1402.57
2025-03-16,FB Campaign C,9712,467,80,222.0
2024-11-25,FB Campaign D,3433,554,70,964.92
2024-10-11,FB Campaign B,18773,3664,844,1348.27
2025-03-05,FB Campaign B,19427,3072,184,1012.96
2024-10-27,FB Campaign A,10768,602,178,370.74
2024-10-19,FB Campaign A,14621,1863,420,1163.33
2025-03-30,FB Campaign C,17385,1938,524,256.77
2024-10-16,FB Campaign B,15451,1204,157,1957.19
2024-10-29,FB Campaign C,19093,2705,690,178.25
2025-06-01,FB Campaign B,19279,2524,571,160.01
2025-04-19,FB Campaign D,1552,224,59,1456.77
2025-06-14,FB Campaign C,14629,1848,316,1355.56
2025-02-24,FB Campaign A,1899,234,57,1013.72
2024-12-05,FB Campaign B,5109,130,8,569.5
2024-08-25,FB Campaign C,14612,1855,245,993.35
2025-01-20,FB Campaign D,19311,3391,537,182.96
2025-05-27,FB Campaign C,11181,1639,175,1993.03
2025-07-27,FB Campaign A,17002,433,65,519.07
2025-02-23,FB Campaign B,1352,229,21,1925.48
2024-08-24,FB Campaign D,9595,1242,290,1558.68
2024-12-30,FB Campaign D,16921,2956,575,933.37
2024-11-25,FB Campaign A,13003,2287,629,901.27
2025-03-31,FB Campaign A,18778,1200,167,829.31
2024-08-18,FB Campaign A,13765,607,66,1945.65
2025-05-20,FB Campaign A,13197,1366,152,1754.42
2024-11-19,FB Campaign B,1013,109,15,1226.61
2025-06-22,FB Campaign A,4216,355,103,590.45
2025-03-17,FB Campaign A,11238,1368,273,853.65
2025-05-30,FB Campaign A,7430,407,27,422.54
2024-11-01,FB Campaign C,12083,2023,319,572.56
2025-01-18,FB Campaign A,11552,482,44,169.68
2025-01-22,FB Campaign C,7116,792,194,1440.23
2025-06-08,FB Campaign C,19587,3412,646,1125.82
2025-06-30,FB Campaign B,17001,567,61,198.22
2024-08-01,FB Campaign B,7262,382,36,268.26
2025-01-08,FB Campaign C,10200,1235,274,855.02
2025-03-30,FB Campaign C,2239,314,17,713.95
2025-05-12,FB Campaign A,16398,1580,282,1028.81
2025-05-21,FB Campaign B,13115,444,36,372.73
2025-03-22,FB Campaign B,18275,2521,737,278.41
2025-04-21,FB Campaign D,8519,464,134,585.08
2025-02-09,FB Campaign C,15646,3065,440,133.28
2024-12-23,FB Campaign C,4719,822,199,314.91
2025-07-11,FB Campaign D,4072,207,44,848.34
2024-10-08,FB Campaign D,12865,980,88,1249.41
2024-10-02,FB Campaign B,6704,1170,349,1529.61
2025-04-02,FB Campaign B,1488,45,9,1553.86
2024-12-10,FB Campaign D,5114,836,201,1615.85
2025-07-05,FB Campaign D,18772,3104,248,1134.53
2024-10-28,FB Campaign D,4726,613,124,1170.53
2025-06-12,FB Campaign D,6592,813,151,944.4
2024-11-10,FB Campaign D,12530,1561,338,1277.03
2025-04-22,FB Campaign D,10218,1155,332,1709.62
2024-11-25,FB Campaign C,2177,66,5,1100.59
2025-05-27,FB Campaign A,15051,1888,455,1644.67
2025-07-30,FB Campaign C,14178,1545,394,918.64
2025-07-02,FB Campaign A,7542,424,119,214.51
2025-05-04,FB Campaign A,17524,1345,101,1023.16
2024-09-21,FB Campaign D,4610,860,157,1203.77
2024-11-14,FB Campaign B,10873,934,274,1664.03
2025-07-16,FB Campaign A,2286,318,30,1097.81
2024-10-10,FB Campaign C,19743,3173,305,1843.73
2024-10-23,FB Campaign C,10667,283,71,809.67
2025-01-20,FB Campaign C,14673,459,23,1312.17
2025-05-04,FB Campaign B,10435,556,57,1260.86
2024-11-29,FB Campaign A,10852,1976,479,1157.61
2025-07-13,FB Campaign A,2316,156,36,1717.23
2025-01-14,FB Campaign A,4273,699,168,384.44
2025-03-30,FB Campaign A,17866,3129,526,1117.18
2024-12-28,FB Campaign D,12695,880,94,491.75
2024-08-11,FB Campaign D,10160,856,170,1043.86
2025-04-15,FB Campaign A,18727,672,150,868.21
2024-12-03,FB Campaign A,12543,431,32,1476.24
2024-09-11,FB Campaign C,7764,194,13,1798.96
2024-10-12,FB Campaign C,11106,836,170,940.58
2025-06-12,FB Campaign A,4713,646,43,1316.32
2025-04-21,FB Campaign B,2735,365,66,716.23
2025-04-16,FB Campaign D,9533,1307,390,1357.49
2025-02-25,FB Campaign A,10686,1051,68,1168.36
2024-09-05,FB Campaign C,15788,683,151,481.77
2025-02-24,FB Campaign A,3665,103,16,1536.71
2024-12-23,FB Campaign B,14711,2005,498,1861.64
2025-03-25,FB Campaign B,8446,725,63,1985.72
2025-07-26,FB Campaign B,9555,537,117,276.57
2025-03-19,FB Campaign A,5895,201,51,1585.85
2025-03-14,FB Campaign B,17163,1160,134,784.26
2025-07-07,FB Campaign A,3817,717,135,680.5
2025-01-27,FB Campaign B,10917,1036,207,1079.79
2024-12-21,FB Campaign C,5437,639,94,1052.19
2024-09-18,FB Campaign A,13329,1500,310,1381.18
2025-01-05,FB Campaign B,8629,1407,348,678.89
2024-10-12,FB Campaign D,13686,1184,110,1420.41
2025-02-22,FB Campaign C,6907,821,232,1192.81
2025-04-10,FB Campaign A,9286,952,191,1553.14
2024-08-25,FB Campaign D,6772,540,36,149.04
2024-08-25,FB Campaign C,14891,375,91,331.87
2024-10-31,FB Campaign A,12916,2427,652,627.73
2025-01-07,FB Campaign A,19268,257,51,793.12
2025-05-14,FB Campaign B,8154,956,93,502.34
2025-04-24,FB Campaign D,18073,379,84,1968.99
2024-10-22,FB Campaign D,13168,487,39,676.22
2025-04-20,FB Campaign B,9800,1046,312,1646.54
2025-07-25,FB Campaign D,2403,163,33,1101.38
2025-03-19,FB Campaign A,16422,2635,398,1342.74
2024-08-07,FB Campaign C,2549,111,16,1931.26
2025-01-30,FB Campaign C,5481,194,30,1601.64
2024-12-27,FB Campaign A,8993,414,84,714.65
2025-03-30,FB Campaign C,15828,3093,774,1923.2
2025-01-11,FB Campaign B,9656,297,55,963.32
2025-06-04,FB Campaign C,11749,452,59,1500.98
2025-03-20,FB Campaign A,8394,683,101,972.95
2024-08-21,FB Campaign C,11636,410,30,1351.52
2024-12-07,FB Campaign B,17955,440,52,1867.61
2025-03-20,FB Campaign D,9906,1031,151,955.24
2024-10-18,FB Campaign D,9080,205,36,385.32
2024-10-26,FB Campaign A,10223,183,13,1461.01
2024-11-17,FB Campaign B,3711,62,10,836.43
2025-08-01,FB Campaign B,16587,1267,308,1356.6
2024-08-28,FB Campaign A,9964,1349,325,603.59
2024-09-07,FB Campaign C,14279,1539,422,1586.72
2025-07-26,FB Campaign D,3376,278,28,330.63
2025-06-20,FB Campaign B,10832,1433,261,179.71
2025-04-23,FB Campaign B,3196,108,18,316.52
2025-04-26,FB Campaign A,10908,2016,363,1271.35
2025-03-14,FB Campaign A,17905,1329,374,526.77
2024-12-31,FB Campaign D,5583,514,82,1264.59
2025-05-05,FB Campaign C,13275,739,59,475.19
2025-01-21,FB Campaign B,19544,2593,314,1650.3
2024-11-27,FB Campaign B,17422,2976,832,579.26
2024-12-27,FB Campaign C,16997,2889,670,1575.25
2025-03-24,FB Campaign B,10951,478,89,1970.87
2024-08-22,FB Campaign C,17140,708,58,1479.36
2025-05-10,FB Campaign D,16921,855,150,1697.34
2025-05-05,FB Campaign B,4754,732,172,1262.69
2024-11-26,FB Campaign D,19450,754,55,1196.63
2025-05-08,FB Campaign C,4300,173,28,117.73
2024-12-07,FB Campaign D,17898,3551,265,862.84
2025-07-28,FB Campaign C,12754,881,207,1648.72
2025-03-07,FB Campaign B,12329,955,234,1153.03
2024-10-25,FB Campaign D,11473,1773,104,1516.89
2024-08-14,FB Campaign D,14944,2869,407,721.17
2025-03-31,FB Campaign A,6110,607,106,336.96
2024-11-19,FB Campaign D,10596,1401,343,512.7
2025-01-01,FB Campaign D,2828,384,19,438.91
2025-02-18,FB Campaign B,6891,306,44,864.42
2024-10-10,FB Campaign D,3563,380,87,297.86
2025-02-02,FB Campaign A,7643,890,178,1385.29
2024-10-21,FB Campaign C,15226,932,238,1046.69
2025-08-01,FB Campaign C,13693,1946,460,1965.74
2024-11-25,FB Campaign B,12166,2028,365,809.58
2025-07-16,FB Campaign B,7256,670,48,519.16
2025-04-08,FB Campaign D,10518,2100,594,1320.87
2025-02-14,FB Campaign C,2283,238,22,1403.23
2024-09-16,FB Campaign B,19509,2964,696,1905.59
2025-06-21,FB Campaign D,9329,686,38,145.96
2025-04-11,FB Campaign D,3757,407,50,1887.29
2024-09-04,FB Campaign B,6017,1057,275,453.59
2024-09-18,FB Campaign A,16433,3091,700,1299.22
2024-12-04,FB Campaign D,16078,2922,810,1582.4
2024-11-08,FB Campaign C,11053,230,24,349.56
2024-09-26,FB Campaign D,8710,1613,271,125.46
2025-07-30,FB Campaign C,5713,363,41,569.26
2025-03-08,FB Campaign C,9461,543,64,1542.86
2024-11-14,FB Campaign A,8896,1401,92,1026.39
2025-01-31,FB Campaign D,3643,465,88,757.25
2025-01-25,FB Campaign D,5000,783,56,549.89
2025-01-07,FB Campaign C,8927,1019,83,1776.06
2025-01-01,FB Campaign A,3539,565,116,1039.51
2024-08-21,FB Campaign C,2753,127,17,686.53
2025-07-07,FB Campaign C,11123,849,66,387.37
2025-02-12,FB Campaign A,16352,2806,533,1094.44
2024-09-30,FB Campaign B,1572,272,62,228.57
2024-10-25,FB Campaign A,13464,1525,107,970.77
2024-10-04,FB Campaign B,16177,671,192,1714.95
2024-10-05,FB Campaign D,1097,190,31,1523.64
2024-10-15,FB Campaign D,9535,1521,118,776.35
2024-11-07,FB Campaign C,2727,438,76,745.58
2025-05-04,FB Campaign A,13819,1568,375,1532.8
2024-12-21,FB Campaign B,7519,255,54,407.08
2025-04-27,FB Campaign D,17282,3281,623,1526.39
2024-10-05,FB Campaign A,17280,481,65,636.62
2024-09-11,FB Campaign B,10203,1649,235,958.22
2025-01-25,FB Campaign C,6546,1030,299,487.16
2024-10-13,FB Campaign C,17391,1122,278,1197.43
2024-10-24,FB Campaign B,8239,1331,198,1838.67
2024-11-12,FB Campaign A,14521,581,130,1607.2
2025-04-20,FB Campaign A,5943,1027,284,626.12
2024-09-09,FB Campaign A,7629,280,28,450.03
2024-11-09,FB Campaign C,15203,2521,323,1617.33
2025-08-01,FB Campaign C,6906,1226,307,1059.89
2024-08-16,FB Campaign A,11102,369,85,713.72
2024-11-10,FB Campaign B,2529,230,20,123.95
2024-08-25,FB Campaign A,11592,180,46,498.53
2024-12-11,FB Campaign A,1226,55,14,1656.22
2024-12-12,FB Campaign C,17299,3420,941,1338.17
2025-03-01,FB Campaign D,17087,1775,456,736.9
2025-05-04,FB Campaign A,19099,3476,816,463.39
2024-10-14,FB Campaign C,8096,750,145,1502.33
2024-11-16,FB Campaign D,19058,3245,368,159.12
2025-04-29,FB Campaign A,2089,145,7,1395.17
2025-02-17,FB Campaign B,6779,360,93,630.62
2025-02-07,FB Campaign A,10794,1531,272,680.09
2025-02-07,FB Campaign B,5628,91,11,1341.01
2024-12-20,FB Campaign A,17843,967,243,212.28
2025-02-23,FB Campaign C,11449,1530,410,100.36
2024-10-30,FB Campaign D,18761,1781,294,1742.67
2025-06-24,FB Campaign A,16037,1319,388,310.37
2024-10-23,FB Campaign C,11096,199,46,1844.35
2025-03-03,FB Campaign A,19351,2795,819,1669.47
2025-05-02,FB Campaign A,6075,1193,244,1162.45
2024-12-02,FB Campaign B,14686,1633,340,954.7
2024-11-28,FB Campaign B,18317,601,40,600.3
2025-04-22,FB Campaign C,7816,774,96,1236.88
2025-03-15,FB Campaign D,12240,819,193,191.47
2024-10-07,FB Campaign C,18371,3158,685,1227.12
2024-11-28,FB Campaign D,6374,159,17,1609.7
2025-01-05,FB Campaign A,1778,354,93,1090.75
2025-06-21,FB Campaign A,14615,2454,490,318.37
2025-02-17,FB Campaign A,14635,2561,169,1916.07
2024-08-08,FB Campaign B,1342,123,15,925.73
2024-09-16,FB Campaign C,17910,2227,608,942.42
2025-03-20,FB Campaign B,15868,2062,408,1435.0
2024-12-10,FB Campaign B,19230,2064,156,830.57
2024-10-06,FB Campaign D,12093,724,85,998.5
2025-07-27,FB Campaign D,10984,671,101,1793.81
2025-02-26,FB Campaign C,7716,769,47,366.05
2025-07-28,FB Campaign C,13728,1001,170,472.59
2025-05-18,FB Campaign C,18839,1193,121,1081.49
2024-09-18,FB Campaign B,18709,363,93,1703.46
2025-07-19,FB Campaign C,5697,557,88,515.17
2024-11-14,FB Campaign A,6482,119,14,1651.7
2025-06-01,FB Campaign A,5648,934,170,1771.74
2025-01-30,FB Campaign C,4112,64,14,185.22
2025-06-29,FB Campaign C,12431,1120,171,1824.46
2024-11-17,FB Campaign C,12531,1731,214,1465.02
2025-04-07,FB Campaign A,16812,173,36,197.16
2025-03-03,FB Campaign A,4760,593,131,317.53
2025-01-08,FB Campaign B,17977,494,98,1144.21
2024-11-21,FB Campaign D,4808,417,54,1524.72
2025-04-15,FB Campaign A,6054,803,169,1787.27
2025-04-23,FB Campaign A,10101,1321,367,1263.89
2024-08-28,FB Campaign B,18154,2678,214,1814.66
2025-01-13,FB Campaign B,1386,154,13,122.24
2025-04-25,FB Campaign A,19850,1891,134,858.8
